Company,Total GHG,Matched
"Rutgers, the state university of new jersy",97967.0,None
Raleigh county solid waste authority,73050.0,None
Randolph county,31680.0,None
Avista corporation,6268.0,None
Transcanada corporation,1930426.0,None
Platte river power authority,2115959.0,None
"Garland power & light, city of garland",98938.0,None
"Black river energy, llc",113805.0,None
Recology,91876.0,None
Se choctaw llc,4175192.0,None
City of redding,11914.0,None
The walt disney company,288704.79,None
Reedy creek improvement district,2916.21,None
California department of water resources,1063336.4,None
Rensselaer cogeneration llc,13444.0,None
Republic steel,361324.0,None
Abibow us inc - catawba operations,165838.0,None
"Abibow u. s., inc.",457629.0,None
Abibow us inc,267190.0,None
"Rhea county, tn",133747.0,None
Firstenergy generation corp,59988.0,None
Public service co of new mexico,6512.0,None
Modesto irrigation district,182567.0,None
Clark public utilities,654240.0,None
"Tyson foods, inc",61224.0,None
Tyson foods,31006.0,Tyson foods
Riverbay co-op city,204159.0,None
"City of riversid, public utility",10513.0,None
"Ls power developement, llc",39418.0,None
Greer industries,372465.0,None
Roanoke valley resource authority,172952.0,None
Questar overthrust pipeline,42011.0,None
Buckeye power,29595.0,None
Southernc company,8794.0,None
Rock river environmental services,240136.0,None
"Brazos valley solid waste management agency, inc.",214760.0,None
Rockbridge county landfill,43360.0,None
"Rockingham county, virginia",20062.0,None
"Ls power, llc",16015.0,None
Roseville electric,205217.0,None
"Park place development, inc.",38357.0,None
Brick power holdings llc,212416.0,None
"Rumpke sanitary landfill, inc.",977134.0,None
City of jamestown,108704.0,None
S. d. warren company,106819.0,None
Sabic innovative plastics us llc,687960.0,None
Sabine parish police jury,75322.0,None
Cheniere energy inc,67457.0,None
Safety-kleen systems inc.,57671.0,None
"Nrg energy, inc.",174820.5,None
"Paragon energy holding , llc",174820.5,None
Saint gobain north america,53658.0,None
City of st. joseph,202910.0,None
City of salina,81003.0,None
Salt lake county,59509.5,None
"Sampson county disposal, llc",339490.0,None
City of san angelo,78901.0,None
"San joaquin refining company, inc.",86746.0,None
Bp america production company,116571.5,None
Conocophillips company,116571.5,None
San diego county department of public works,9578.0,None
Sanders lead company,182555.0,None
Sanimax usa inc.,26572.0,None
Sanofi pasteur inc.,43429.0,None
City of santa maria,31838.0,None
Santa rosa county board of county commissioners,93596.0,None
Santee print works inc,29552.0,None
"Sapa extrusions, inc.",60057.0,None
S.d. warren company,331766.0,None
Saputo cheese usa inc.,88169.0,None
"Sarpy county, nebraska",112242.0,None
City of whittier,18363.0,None
Imperial sugar co.,104106.0,None
Imperial sugar company,199765.0,None
City of savannah - refuse disposal department,143268.0,None
"Sc johnson and son, inc.",23089.0,None
Sacramento cogeneration authority,370224.0,None
"Sca tissue north america, inc",64743.0,None
Sca tissue north america inc.,119647.0,None
Waste commission of scott county,50407.0,None
Hess corporation,265443.56,None
Graftech international ltd.,181613.0,Graftech international ltd
Seccra,44678.0,None
Dekalb county public works department sanitation division,185727.0,None
Iesi,124742.0,None
Sensient technologies corporation,38426.0,Sensient technologies corp
Kane county,127822.0,None
"Seymour of sycamore, inc.",571.0,None
Wabash valley power association,225.0,None
Shapes/arch holdings llc,24728.0,None
Shaw industries inc.,83381.0,None
Shelby county commission,72193.0,None
City of shelby,96842.0,None
"Shell petroleum, inc.",1029112.0,None
Shell chemical lp,10132.0,None
Deer park refining limited partnership,4506098.0,None
Shell petroleum inc.,4506098.0,None
Shell oil products us,2048229.0,None
Sherwin alumina company llc,195252.0,None
C-k tech inc.,139563.0,None
"C-k tech, inc.",133457.0,None
"Shoosmith bros., inc.",69843.0,None
Lane county,160933.0,None
"Show-me ethanol, llc",78718.0,None
"Showa denko carbon, inc",242960.0,None
Si group,26790.0,None
"Si group, inc.",78559.0,None
American crystal sugar company,81974.0,None
"Sandridge energy, inc",25416.0,None
"Rc lonestar, inc. dba buzzi unicem usa",379906.0,None
Brownsville public utilities board,44559.0,None
"Silver eagle oil, inc.",50490.0,None
"Simmons foods, inc.",72515.0,None
J r simplot company,64488.0,None
The sinclair companies,1180643.0,None
City of sioux falls,62900.0,None
Poet plant management,33744.8,None
Siouxland energy & livestock cooperative,61048.0,None
Cypress semiconductor corporation,3094.0,Cypress semiconductor corp
"Plainfield asset management, llc",172377.0,None
"Smithfield foods, inc",26574.0,None
"Smithfield packing company, inc",25787.0,None
"Smithfield packing company, inc.",41926.0,None
St. clair county,177456.0,None
Snf holding company,66648.0,None
"Macquarie infrastructure company, llc",22816.0,Macquarie infrastructure co llc
Caterpillar,30969.0,Caterpillar
Solutia inc.,189703.0,None
"Solvay chemicals, inc.",45154.0,None
Solvay america,894744.8,None
"Solvay advanced polymers, llc",33147.0,None
"Solvay solexis, inc.",17384.0,None
"Sonneborn, llc",58141.0,None
Sonoco products company,28928.0,Sonoco products co
County of sonoma,152837.0,None
South central iowa solid waste agency,27471.0,None
Fairbanks north star borough,63900.0,None
Southeast berrien county landfill authority,73618.0,None
Hillsborough county,98811.0,None
Cavanta energy corporation,69161.0,None
Jasa hill holding company,44950.0,None
United states sugar corporation,29620.0,None
Southern illinois university,131176.0,None
"Osceola county, florida",678.0,None
Southwest iowa renewable energy,35279.0,None
Buckeye pollution control corporation,36023.0,None
Southwire company,27721.0,None
Sp newsprint holding llc,316191.0,None
"Worthington steel of michigan, inc.",14651.0,None
"Severstal north america, inc.",13524.0,None
"Minerals technologies, inc.",170290.0,None
"Spirit aerosystems holdings, inc.",91889.0,None
"Ssab enterprises, llc",688076.0,None
City of st. james,40.0,None
Metro,93925.0,Rural metro corp
St. landry parish solid waste disposal district,68659.0,None
"St. barbara cement, inc.",469.0,None
St paper,26485.0,None
"Duke energy generation services, inc.",15015.0,None
"Ever-green energy, llc",15015.0,None
Scogi gp,8581.32,None
Shell oil company,86.68,None
City of st. george utah,37026.0,None
St. lucie county commissioners,39325.0,None
Stafford county,10606.5,None
Stanislaus food products,45534.0,None
"Starpet, inc.",28528.0,None
"Standard steel holdings, llc",53900.0,None
Steel dust recycling llc,80843.0,None
"Steel dynamics, inc.",888984.0,None
"Steel dynamics, inc",148745.0,None
"Steel dynamics, inc.",237971.0,None
Steelcase inc,34870.0,None
Stepan company,35182.0,Stepan co
"Sterling ethanol, llc",51134.0,None
"Leggett & platt, inc.",97181.0,None
Enbridge energy partners,25430.0,Enbridge energy partners lp
"Subaru of indiana automotive, incorporated",39498.0,None
Sullivan county,38163.0,None
Sumco phoenix corporation,2449.0,None
Goodyear tire & rubber co.,21533.25,Goodyear tire & rubber co
Summit county resource allocation park,38094.0,None
Sunbury generation lp,2174629.0,None
Sunnyside cogeneration associates,418153.0,None
Clark county,19923.0,None
"Giles holdings, l.p.",112578.0,None
The state university of new york,21567.0,None
Surry county landfill,69280.0,None
The harrisburg authority,103849.0,None
Sussex county mua,12452.0,None
Anderson columbia,150447.0,None
Votorantim cimentos north america,150447.0,None
Syngenta corporation,49601.0,None
Syracuse university,54319.0,None
"Crawfish cogen, llc",212770.5,None
"Genon power generation, inc",212770.5,None
Sacramento power authority,291691.0,None
Municipality of salinas,60061.0,None
Salt river pima maricopa indian community,63195.0,None
Lower colorado river authority,12346331.0,None
Sampson county,7421.0,None
"East texas electric cooperative, inc.",110983.0,None
Municipality of san juan,105909.0,None
"San miguel electric cooperative, inc.",3217704.0,None
"Sandoval county, new mexico",58602.0,None
Luminant generation company llc,6865056.0,None
"County of orange, oc waste & recycling",113359.0,None
Merisol limited partnership,68521.0,None
Sasol north america inc.,668672.0,None
Scottsboro solid waste authority,24122.0,None
Seaboard corporation,36101.0,None
"Searles valley minerals, inc.",1485563.0,None
"Seneca landfill, incorporated",50695.0,None
Smarr emc,237106.0,None
"Shenandoah county, va",32793.0,None
"Enterprise hydrocarbons, l.p.",37310.0,None
Marquette board of light & power,327137.0,None
Shoreham energy llc,23236.0,None
Exxonmobil,1169809.0,None
"Signal hill wichita falls power, lp",4942.0,None
"Signal hill petroleum, inc.",27214.0,None
Sikeston board of muncipal utilities,1885891.0,None
"Markwest energy partners, lp",34624.0,Markwest energy partners lp
Crosstex ccng processing ltd,69529.0,None
Southern nevada water authority,268120.0,None
"Farmland foods, inc.",31967.0,None
Orange county container group llc,56122.0,None
Sonoco products company,469863.0,Sonoco products co
Enterprise hydrocarbons lp,58307.0,None
Connecticut resource recovery authority,2488.0,None
Calpine corporatoin,699719.0,None
"South stage landfill, inc.",2437.0,None
City of long beach,31179.5,None
Los angeles county sanitation district,31179.5,None
"Southern oklahoma regional disposal, inc.",74352.0,None
Ge commercial finance - energy financial services,22898.4,None
Morgan stanley - infrastructure fund,15265.6,None
Georgia energy cooperative,15679.0,None
Calypso energy holding llc,2039444.0,None
St barbara cement,902179.0,None
"Schuylkill energy resources, inc.",1094739.0,None
Northern tier energy llc,794952.0,None
"Sterling power partners, lp",5373.0,None
"Enbridge us, inc",26265.0,None
Cedar falls municipal electric utility,73255.0,None
"Texas industries, inc.",111112.0,None
Wolverine power supply cooperative inc.,32206.0,None
"Sunny farms landfill, llc",128568.0,None
Chevron global power,615389.0,None
Edison mission energy company,615389.0,None
"Superior industries international, inc.",45098.0,None
Chevron corp,39835.0,None
"Berkshire hathaway, inc",53253.0,None
City of tacoma,61614.0,None
Santa barbara county dept of public works,65472.0,None
"Tggt holdings, llc",32078.0,None
Taminco inc.,48583.0,None
Taminco inc,59320.0,None
Tangipahoa parish government,147874.0,None
"Cardinal midstream, llc",9678.2,None
"Atlas pipeline partners, l.p.",189849.0,Atlas pipeline partners l p
"Atlaspipeline partners, lp",5336.0,Atlas pipeline partners l p
"Tate & lyle ingredients americas, llc",210756.0,None
Tate & lyle ingredients america llc,261382.0,None
City of taunton,33204.0,None
"Tc industries, inc.",29301.0,None
Tanadgusix corporation,29580.0,None
Tulare county resource management agency,39671.0,None
City of temple,119022.0,None
Temple university of the commonwealth system of higher education facilities management,67634.0,None
Tensas parish police jury,45181.0,None
"Cf industries, inc",1099481.0,None
Cms energy corporation,314319.0,None
"Tetra technologies, inc.",17232.0,None
Tetra technologies incorporated,34005.0,None
"Texas disposal system landfill, inc.",380792.0,None
Texas instruments incorporated,49319.0,None
"Texas lehigh cement company, lp",945367.0,None
Texas medical center central heating and cooling services corporation,93283.0,None
Texas tech university,61006.0,None
Texoma area solid waste authority,39789.0,None
Textron inc.,28990.0,None
"Tharaldson ethanol plant i, llc",18601.0,None
Belden holding & acquisition company,56569.0,None
Boeing company,37245.0,Boeing co
The george washington university,29837.0,None
Jw childs,35312.0,None
Western sugar cooperative,613261.0,None
"Thermafiber, inc",33954.0,None
Thiele kaolin company,141665.0,None
Packaging dynamics corporation,385954.0,None
Three rivers solid waste authority,71948.0,None
Three rivers solid waste management authority,164942.0,None
United states steel corporation,178591.05,None
Timbalier bay production complex,26537.0,None
Escambia county environmental corporation,108640.0,None
The timken company,441120.0,None
"Pentex, llc",5253.0,None
Titan international inc.,36777.0,None
Titan international,53718.0,None
Exxon mobil corporation,2952713.0,None
"Total holdings usa, inc.",1604467.0,None
"Toyota motor north america, inc",95770.0,None
"Toyota motor north america, inc.",60449.0,None
Tpc group inc.,628962.0,None
Trademark nitrogen corporation,59815.0,None
"City of jacksonville, fl",136590.0,None
Trans-jordan cities,31087.0,None
Trc cypress group,37805.0,None
"San joaquin refining company, inc.",2238.5,None
"Veolia environnment north america operations, inc.",121059.0,None
Triumph group inc.,27.0,None
Oldcastle building products,132150.0,None
Tronox inc.,429785.0,None
Trunkline gas company,234972.0,None
Trunkline lng company,13827.0,None
The trustees of princeton university,77864.0,None
Newmont mining corporation,1331201.0,Newmont mining corp
"Tyson foods, inc.",375114.0,None
"Tyson foods, inc.",57418.0,None
Tyson foods incorporated,23936.0,None
Pima county,71127.0,None
Pruvient energy guam investments inc.,189613.0,None
"Pruvient energy guam, inc",189613.0,None
"Tanner street generation, llc",41946.0,None
Targa resources corporation,658495.0,None
Versado,179426.0,None
Versado gas processors llc,54023.0,None
Versado gas processing llc,59107.0,None
Vesco energy services llc,188991.0,None
"Cedar bayou fractionators, l.p.",326557.0,None
Partners,1229673.75,American dental partners
"Tate & lyle ingredients america, llc",1115864.0,None
Tazewell county board of supervisors,44592.0,None
"Tenaska energy, inc. and tenaska energy holdings, llc",1446939.1999999995,None
"Tyr energy, inc. and chubu electric power co., inc.",1198286.25,None
Diamond generating corporation,739952.75,None
"J-power usa generation, l.p.",1317395.5,None
"Osaka gas gateway power, llc",502252.4,None
"Tenaska energy, inc. and tenaska energy holdings, llc",125563.1,None
Hawker beechcraft corporation,31626.0,None
The children's hospital of philadelphia,27516.0,None
"The goodyear tire & rubber co, inc",49652.0,None
The johns hopkins hospital,69133.0,None
"Matt brewing company, inc.",4102.0,None
"The president & fellows of harvard college, harvard university",78886.0,None
The university of north carolina at chapel hill,296600.0,None
The university of texas system,57335.0,None
University of toledo,20154.0,None
Stark thermo llc,63999.0,None
Olethorpe power corporation,1106144.0,None
Talisman energy usa inc.,48308.0,None
Oxy long beach inc.,191003.0,None
"Southern union pipeline, ltd.",25534.0,None
"Brick power holdings, llc",437931.0,None
Municipality of toa alta,70685.0,None
Municipality of toa baja,187473.0,None
Sunoco inc. refining & marketing,2141888.0,None
City of lake worth utilities,5183.0,None
Total holdings inc,45280.0,None
Town of north hempstead,523.0,None
Town of smithtown,1000.0,None
Luminant generation company,156883.0,None
Utilities board of the city of trussville,12.0,None
Twin landfill corporation,43490.0,None
Conocophillips,49441.0,Conocophillips
"Inergy midstream, llc",67207.0,None
U.s. silica company,26985.0,None
U.s. air force robins afb,51458.0,None
Rio tinto minerals,329550.0,None
U. s. department of energy,102719.0,None
Us navy,26777.0,None
"Regents, university of california",62834.0,None
Commonwealth of massachusetts,71276.0,None
University of massachusetts,102818.0,None
Unimin corporation,441285.0,None
"Covanta energy, inc.",197162.0,None
Ampco - pittsburgh securities v corporation,34994.0,None
"Unisea, inc.",28052.0,None
United dairymen of arizona,40533.0,None
United ethanol llc,74483.0,None
"Mueller water products, inc.",149551.0,None
United wisconsin grain producers llc,77147.0,None
The university of iowa,232993.0,None
University of oklahoma board of regents,38334.0,None
"Universal stainless & alloy products, inc.",39510.0,None
Regents of the university of california,59400.0,None
University of california san diego,153828.0,None
University of california,72674.0,None
University of chicago,100839.0,None
University of cincinnati,228655.0,None
University of connecticut,94349.0,None
The university of delaware,36204.0,None
The university system of georgia,71200.0,None
Board of trustees,327289.0,None
The board of trustees of the university of illinois,132046.0,None
University of kentucky,123742.0,None
Curators of the university of missouri,317012.0,None
University of nebraska,33421.0,None
University of north dakota,81786.0,None
University of northern iowa,102060.0,None
University of notre dame,190723.0,None
The university of tennessee,86957.0,None
State government,121196.0,None
University of virginia - state of virginia,109457.0,None
"Mpih, inc.",99416.0,None
Department of the air force,25117.0,None
U.s. department of the army,45094.0,None
United states army,356390.0,None
U.s. department of energy,35443.0,None
Us department of energy,25597.0,None
United states department of energy,97620.0,None
United states gypsum company,184010.0,None
U.s. gypsum,29301.0,None
United states gypsum company,27054.0,None
United states gypsum companu,36651.0,None
The renco group inc,319300.0,None
Us dept of the army,42061.0,None
Magtftc mcagcc twentynine palms,36191.0,None
United states steel corporation,25673.0,None
United states steel corporation,21165131.0,None
U. s. steel corporation,5496606.0,None
U.s. department of agriculture,28167.0,None
United states steel,27213.5,None
Doyon utilities,373471.0,None
State of wyoming,50143.0,None
Union parish police jury,53737.0,None
"Union power partners, lp",2671343.0,None
"United continental holdings, inc",113755.0,None
United refining inc.,458178.0,None
University of arizona/arizona board of regents,78894.0,None
University of arkansas system,25897.0,None
Univeristy of california,67905.0,None
University of colorado at boulder powerhouse,37186.0,None
The state of kansas,31519.0,None
The university of maine system,29056.0,None
State of maryland,124693.0,None
The university of michigan,253938.0,None
University of nebraska board of regents,31386.0,None
University of pittsburgh - of the commonwealth system of higher education,4800.0,None
University of pittsburgh,56000.0,None
University of rochester,109347.0,None
University of vermont and state agricultural college,28358.0,None
University of washington board of regents,83067.0,None
Upper southwest regional solid waste management district,56836.0,None
State of utah,44917.0,None
Val verde gas gathering company lp,232589.0,None
Vanderbilt university board of trust,159687.0,None
Vantage specialty chemicals,41974.0,None
"Vector pipeline, lp",240120.0,None
Vector pipeline,65769.0,None
"Ventura refining and transmission, llc",12858.0,None
Verso paper corporation,588410.0,None
Virgin island water and power authority,375364.0,None
Gdf suez north america,40580.0,None
City of virginia beach,14904.0,None
City of virginia,133086.0,None
"Viscofan usa, inc.",54549.0,None
"Viskase companies, inc",46112.0,None
Vista metals corp.,28041.0,None
Volusia county board of county commissioners,249971.0,None
Vvf intervest llc,49623.0,None
"Valero renewable fuels company, llc",183762.0,None
Valero,94667.0,None
Valero corporation,189618.0,None
"Valley proteins, inc",42089.0,None
"City-county sanitation, inc.",4323.0,None
"V&m star ohio, llp",167416.0,None
"V&m star texas, llp",28232.0,None
"Northern star generation, l.l.c.",219379.0,None
City of vero beach,35741.0,None
Vsi holdings llc,84182.0,None
"Renu power holdings, llc",395688.0,None
Marathon oil company,35935.5,Marathon oil corp
Cogentrix virginia leasing corporation,483224.0,None
Commonwealth of virginia,119553.0,None
Rome-floyd county solid waste commission,63770.0,None
"Amalgamated warbasse houses, incorporated",34300.0,None
Pollution control financing authority,28495.0,None
Wasatch integrated waste management district,74376.0,None
Washington county,38242.0,None
"Washington mills north grafton, inc.",126483.0,None
Charles city county,183881.0,None
East bay regional parks district,13965.0,None
Arapahoe county,13367.0,None
New page holding corp,114971.0,None
Thyssenkrupp components technologies,241664.0,None
Eq - the environmental quality company,12015.0,None
Wayne state university,48349.0,None
Webster parish police jury,77465.0,None
Fairmount minerals ltd.,29801.0,None
Wellesley college,31424.0,None
Spartanburg county public works,47015.0,None
Brown county port and solid wste department,12218.0,None
Daviess county fiscal court,104509.0,None
County of hawaii,55540.0,None
Jones sanitation,43070.0,None
West linn paper company,99076.0,None
Nassau county board of county commissioners,47276.0,None
"Westar energy, inc.",19260759.16,None
Kansas city power & light company - greater missouri operations company,1167737.84,None
"Western berks landfill acquisition co., llc",68638.0,None
Western illinois university,44734.0,None
Western michigan university,68879.0,None
"Western new york energy, llc",76660.0,None
Western placer waste management authority,50275.0,None
Shell oil co.,33184.0,None
Westlake chemical corporation,1214579.0,Westlake chemical corp
"Westlake vinyls company, lp",124750.0,None
Westlake chemical corp.,433047.0,Westlake chemical corp
"Westmoreland waste, llc",73115.0,None
Waste management inc,132282.0,None
Wexford county department of public works,85411.0,None
Jmc steel group,43787.0,None
Waste management inc.,26088.0,None
Waste management,116776.0,None
Counties of warren / washington industrial development agency,56947.0,None
Whirlpool corporation,29535.0,None
Whirlpool corporation,25429.0,None
Traxys north america llc,34719.95,None
"Berkshire advisers, inc.",6127.05,None
County of whiteside,74491.0,None
"Exterran holdins, inc.",25909.0,None
William beaumont hospital,28159.0,None
Williamson county,27450.0,None
Williamson county,81536.0,None
"Williams partners, l.p.",181775.0,None
Illinois tool works,26522.0,Illinois tool works
Town of windsor,86166.0,None
Winnebago county solid waste management board,89197.0,None
Winneshiek county sanitary landfill,38027.0,None
The newark group inc.,41408.0,None
Wise metals group,259404.0,None
Minnesota pollution control agency,55359.0,None
"Bf bolthouse holdco, llc",27409.0,None
Forest preserve district of dupage county,94988.0,None
Roll international,28649.0,Hill international
Woodland pulp llc,156286.0,None
"Worsham steed gas storage, llc",43751.0,None
"Wsi sandy run landfill, inc.",63335.0,None
"Wtg hugoton, l.p.",27038.0,None
Wyandotte municipal services,309153.0,None
Pfizer inc.,34274.0,None
Gary-williams energy corporation,462878.0,None
Dakota coal company,162999.0,None
Hermes consolidated inc.,120737.0,None
Wyoming sugar company,25841.0,None
Walnut energy center authority,673984.0,None
American electric power corp.,156924.0,American electric power co
"Walton county power, llc",198895.0,None
Delaware municiple electric corporation,16844.0,None
"Washington county power, llc",145623.0,None
Wgl holdings inc.,27019.0,None
Washington university medical school,37923.0,None
Martin midstream partners l.p.,29918.5,Martin midstream partners lp
Decatur county,96173.0,None
Peabody municipal light plant,13097.0,None
Thyssenkrupp components technologies,182097.0,None
County of wayne,63225.0,None
Landfill llc,29718.0,None
Mge energy inc.,5684.25,None
"North american energy alliacne, llc",87200.0,None
City of gardner,1769.0,None
Rock-tenn co,540692.0,None
Rock-tenn company,38380.0,None
Sp newsprint co. llc,33376.0,None
Simpson investment company,155798.0,None
Westmoreland coal company,1346296.0,Westmoreland coal co
Dairyland power cooperative,1487720.96,None
Waste management inc,520279.0,None
Eastern connecticut resource recovery authority,72363.0,None
Artistic carton company,25.0,None
"Lsp-whitewater, limited partnership",301281.0,None
City of richmond,256127.0,None
Wilkes county,48068.0,None
"Columbia county, fl",40384.0,None
"Wolf hollow i, lp",1176045.0,None
Nyc health & hospitals corp,38774.0,None
Minnesota pollution control agency,3293.0,None
City of shreveport,31191.0,None
World kitchen llc,26991.0,None
Montana dakota utilities company,142693.75,None
Consolidated wy municipalities electric power system jpb,131278.25,None
Precision castpart corporation,40787.0,Precision castparts corp
Black hills energy,585055.4,None
"Xto enregy, inc.",30355.0,None
Xerox corporation,38415.0,None
Yakima county public services - solid waste division,125773.0,None
The yale corporation,188616.0,None
Kinder morgan production company lp.,176817.0,None
Yellowstone energy limited partnership,707952.0,None
"York county, south carolina",48485.0,None
York county solid waste & refuse authority,142728.0,None
Youngstown thermal holdings llc,56.0,None
"Yuma ethanol, llc",45628.0,None
"Western refining southwest, incorporated",467575.0,None
"Yuba city cogeneration, lp",66151.0,None
"Pinon gathering company, llc",38549.0,None
